Title,TeacherName,Description,Degree,Co-researchers
Sử dụng ảnh vệ tinh Landsat để tính và đánh giá sự thay đổi nhiệt độ bề mặt theo mùa và theo thời gian,Trần Nguyên Ngọc,"Xử lý ảnh viễn thám (phần lớn là ảnh vệ tinh) là một trong những lĩnh vực kết hợp giữa xử lý ảnh (image processing) và hệ thống thông tin địa lý (Geographic Information System) giúp giải quyết các vấn đề trên mặt đất ở diện rộng mà thông thường rất khó có thể đánh giá toàn diện nếu chỉ dựa vào các dữ liệu đơn lẻ trên mặt đất. Với các nước phát triển, đây là một lĩnh vực được chú trọng phát triển cả ở các cơ quan nhà nước và doanh nghiệp tư nhân. Tại Việt Nam, đây là một lĩnh vực còn khá mới nhưng đã được quan tâm phát triển trong một vài năm gần đây như việc phóng vệ tinh VINASAT hay thành lập Trung tâm Vũ trụ Việt, cùng với sự quan tâm của một số doanh nghiệp lớn như Viettel. Các ứng dụng có thể giải quyết bằng xử lý ảnh viễn thám rất đa dạng, từ đánh giá sự thay đổi phân bố trên bề mặt nhất là các thành phố, phát hiện rác thải nhựa trên mặt nước, đánh giá mức độ phủ của rừng cũng như phát hiện phá rừng, theo dõi và đánh giá sự thay đổi nhiệt độ bề mặt cùng ảnh hưởng của nó đến sức khỏe con người, giám sát sự phát triển của cây xanh và phát hiện các yếu tố bất thường như dịch bệnh, hoặc thậm chí có thể phát hiện các thành phần khoáng sản trong đất đai. Qua đề tài này, sinh viên sẽ nắm được các vấn đề cơ bản trong việc xử lý và ứng dụng ảnh viễn thám vào một ứng dụng cụ thể, bao gồm các nội dung chính sau: - Đặc thù của ảnh viễn thám, bên cạnh ma trận ảnh là thông tin về kinh độ/vĩ độ của từng điểm ảnh cũng như hệ tọa độ chiếu lên mặt đất. - Cách tải và tiền xử lý các dữ liệu ảnh nén từ các cơ quan vũ trụ như NASA (Hoa Kỳ), hay ESA (Châu Âu) - Hiển thị các dữ liệu ảnh đã tiền xử lý để kiểm tra và đánh giá bằng phần mềm/ngôn ngữ liên quan (QGIS/ Python) - Cách sử dụng công cụ để xử lý (như Python hay Google Earth Engine) và phân tích dữ liệu (R, Python) ảnh để đạt được kết quả mong muốn. - Yêu cầu chung với sinh viên: là sinh viên năm thứ 3 trở đi có mong muốn học về xử lý ảnh (thị giác máy tính) và/hoặc trí tuệ nhân tạo. - Đối với đề tài “Sử dụng ảnh vệ tinh Landsat/Sentinel-2 để tính và đánh giá sự thay đổi bề mặt các thành phố theo thời gian”, sinh viên sẽ được tiếp cận một trong các dữ liệu vệ tinh như Landsat-8 (30-m, 16 ngày/ ảnh), hay MODIS (1000-m, 16 ngày/ảnh). - Mục tiêu chính là sinh viên qua xử lý có thể thấy được sự thay đổi nhiệt độ bề mặt theo mùa cũng như sự thay đổi theo từng năm, đặc biệt trong các khu vực thành phố.","CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, HEDSPI",
"Xây dựng, phát triển hệ thống phát hiện và ngăn chặn tấn công dựa trên Deep Learning",Trần Quang Đức,"Xây dựng, phát triển hệ thống phát hiện và ngăn chặn tấn công dựa trên Deep Learning",,
"Xây dựng, phát triển hệ thống phát hiện DGA dựa trên phân tích đặc điểm hành vi mã độc",Trần Quang Đức,"Xây dựng, phát triển hệ thống phát hiện mã độc DGA dựa trên phân tích đặc điểm hành vi",,
"Nghiên cứu, phát triển giải pháp bảo mật hạ tầng điện toán đám mây",Trần Quang Đức,"Nghiên cứu, phát triển giải pháp bảo mật hạ tầng điện toán đám mây",,
"Nghiên cứu, phát triển hệ thống hỗ trợ truyền dòng theo thời gian thực trong môi trường mạng Internet",Trần Quang Đức,"Nghiên cứu, phát triển hệ thống hỗ trợ truyền dòng theo thời gian thực trong môi trường mạng Internet",KSCQ,
"Nghiên cứu, phát triển hệ thống hội nghị truyền hình trực tuyến",Trần Quang Đức,"Nghiên cứu, phát triển hệ thống hội nghị truyền hình trực tuyến",,
"Nghiên cứu, phát triển giải pháp phát hiện DeepFake",Trần Quang Đức,"Nghiên cứu, phát triển giải pháp phát hiện DeepFake",,
"Nghiên cứu, phát triển hệ thống quản lý và phân phối khóa KMS ứng dụng xác thực, phân quyền và bảo mật dữ liệu",Trần Quang Đức,"Nghiên cứu, phát triển hệ thống quản lý và phân phối khóa KMS ứng dụng xác thực, phân quyền và bảo mật dữ liệu",,
Ứng dụng khoa học dữ liệu cho truyền thông và mạng,Trịnh Văn Chiến,"Khoa học dữ liệu đã và đang được nghiên cứu rộng rãi. Truyền thông ngữ nghĩa gần đây được ứng dụng như một bước đột phá vượt ra ngoài định lý Shannon bằng cách truyền và nhận thông tin ngữ nghĩa thay vì các bit dữ liệu hoặc ký hiệu không quan tâm nội dung của nó. Đề tài này ứng dụng khoa học dữ liệu và truyền thông ngữ nghĩa để tăng hiệu suất truyền dẫn của hệ thống. Dữ liệu ở đây có thể là ảnh, video, hoặc văn bản.","ThSKH, CNTH, CNKT, KSCQ, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",
Ứng dụng lý thuyết tối ưu hóa cho truyền thông và mạng,Trịnh Văn Chiến,"Phân bổ tài nguyên là một vấn đề cơ bản và quan trọng đối với các mạng không dây để đảm bảo mạng hoạt động hiệu quả và ổn định. Đặc biệt, trong mạng 5G và mạng 6G, nhiều nhu cầu dịch vụ mạng không dây khác nhau sẽ được yêu cầu. Đề tài này,nghiên cứu về lĩnh vực phân bổ tài nguyên trong mạng truyền thông 5G/6G. Đề tài đưa ra một cái nhìn tổng quan về vấn đề phân bổ tài nguyên trong các mạng không dây hiện nay và xem xét các phương pháp phân bổ tài nguyên dựa vào lý thuyết tối ưu hóa.","ThSKH, CNTH, CNKT, KSCQ, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",
Bảo mật trong mạng 5G/6G,Trịnh Văn Chiến,"Lớp vật lý có vai trò quan trọng trong bảo mật của mạng không dây do tiềm năng cung cấp các giải pháp hiệu quả hơn để bảo vệ quyền riêng tư cho các mạng 5G cũng như cá thê hệ mạng tiếp theo. Các kỹ thuật bảo mật lớp vật lý bổ sung các tính năng mạnh mẽ có thể nâng cao các cơ chế dựa trên mật mã, bằng cách xem xét các thuộc tính của kênh vô tuyến. Mặc dù bảo mật lớp vật lý đã được nghiên cứu kỹ lưỡng trong thập kỷ qua, các kịch bản mới được mong đợi cho các mạng trong tương lai đặt ra những thách thức lớn đối với việc chấp nhận đầy đủ các kỹ thuật bảo mật lớp vật lý như một thành phần của các giải pháp bảo mật của mạng viễn thông tương lai. Đề tài này nghiên cứu các nguyên tắc cơ bản về lý thuyết thông tin của các chỉ số bảo mật ở lớp vật lý.","ThSKH, CNTH, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",
Phát hiện lỗ hổng trong smart contract của Blockchain sử dụng bytecode,Tống Văn Vạn,"Nhắc tới tiền ảo thì chúng ta thường hay nghĩ tới Bitcoin hay Ether. Các loại tiền ảo này được tạo ra nhờ công nghệ Blockchain. Ngoài ứng dụng về tiền ảo, Blockchain còn có một ứng dụng nổi bật khác là smart contact, ứng dụng cung cấp các hợp đồng cho bên mua và bên bán mà không cần thông qua bên trung gian. Smart contract được viết bởi các ngôn ngữ lập trình (Solidity, Python, v.v) nên rất dễ tồn tại những lỗ hổng. Bên cạnh đó, người tham gia vào mạng Blockchain rất đa dạng nên sẽ có những kẻ xấu muốn lợi dụng lỗ hổng trong các smart contract để trục lợi. Ví dụ, Ethereum đã mất hơn 60 triệu đô la Mỹ năm 2016 vì bị kẻ xấu lợi dụng lỗ hổng reentrancy để trục lợi. Tương tự như vậy, trong năm 2017, một lỗ hổng khác bị khai thác làm cho Ethereum thiệt hại hơn 280 triệu đô la Mỹ. Vì vậy, việc phát hiện lỗ hổng trong smart contract đóng vai trò rất quan trọng tron Blockchain. Trong quá khứ, đã có rất nhiều công cụ phát hiện lỗ hổng trong smart contract được phát triển như Oyente, Mythril, Dedaub, v.v. Tuy nhiên, thời gian xử lí của các công cụ này lớn trong khi độ chính xác chưa được tốt. Do đó, rất nhiều nghiên cứu đã tập trung vào giải pháp phát hiện lỗ hổng tự động trong smart contract sử dụng bytecode của smart contract và thuật toán học sâu (Deep Learning). Trong một số trường hợp, mã nguồn của các smart contract không được công khai rộng rãi thì chúng ta có thể sử dụng bytecode được build từ mã nguồn, phân tích các bytecode này để trích rút ra các đặc trưng từ đó phân tích sử dụng thuật toán học sâu để tự động phát hiện các kiểu lỗ hổng. Mục tiêu của đồ án là xây dựng một giải pháp tự động phát hiện lỗ hổng cho các smart contract trong các sàn tiền ảo hay các ứng dụng triển khai dựa vào Blockchain.",,
Phát hiện lỗ hổng trong smart contract của Blockchain sử dụng mã nguồn,Tống Văn Vạn,"Nhắc tới tiền ảo thì chúng ta thường hay nghĩ tới Bitcoin hay Ether. Các loại tiền ảo này được tạo ra nhờ công nghệ Blockchain. Ngoài ứng dụng về tiền ảo, Blockchain còn có một ứng dụng nổi bật khác là smart contact, ứng dụng cung cấp các hợp đồng cho bên mua và bên bán mà không cần thông qua bên trung gian. Smart contract được viết bởi các ngôn ngữ lập trình (Solidity, Python, v.v) nên rất dễ tồn tại những lỗ hổng. Bên cạnh đó, người tham gia vào mạng Blockchain rất đa dạng nên sẽ có những kẻ xấu muốn lợi dụng lỗ hổng trong các smart contract để trục lợi. Ví dụ, Ethereum đã mất hơn 60 triệu đô la Mỹ năm 2016 vì bị kẻ xấu lợi dụng lỗ hổng reentrancy để trục lợi. Tương tự như vậy, trong năm 2017, một lỗ hổng khác bị khai thác làm cho Ethereum thiệt hại hơn 280 triệu đô la Mỹ. Vì vậy, việc phát hiện lỗ hổng trong smart contract đóng vai trò rất quan trọng tron Blockchain. Trong quá khứ, đã có rất nhiều công cụ phát hiện lỗ hổng trong smart contract được phát triển như Oyente, Mythril, Dedaub, v.v. Tuy nhiên, thời gian xử lí của các công cụ này lớn trong khi độ chính xác chưa được tốt. Do đó, rất nhiều nghiên cứu đã tập trung vào giải pháp tự động phát hiện lỗ hổng trong smart contract sử dụng mã nguồn của smart contract và thuật toán học sâu (Deep Learning). Giải pháp này sẽ phân tích mã nguồn của smart contract để trích rút ra các đặc trưng ngữ nghĩa và cú pháp, từ đó phân tích các đặc trưng này sử dụng thuật toán học sâu để tự động xác định các kiểu lỗ hổng. Mục tiêu của đồ án là xây dựng một giải pháp tự động phát hiện lỗ hổng cho các smart contract trong các sàn tiền ảo hay các ứng dụng triển khai dựa vào Blockchain.",,
Phân loại lưu lượng mạng mã hóa cho các nhà mạng,Tống Văn Vạn,"Phân loại lưu lượng mạng đóng vai trò quan trọng trong việc quản lí mạng cho các nhà cung cấp dịch vụ mạng (Vietel, VNPT, v.v.). Mục đích của việc phân loại lưu lượng mạng là để xác định các kiểu ứng dụng ứng với các luồng lưu lượng mạng (truyền video, truyền file, VoIP, v.v), từ đó triển khai các giải pháp thích nghi cho từng kiểu ứng dụng này và đáp ứng các yêu cầu khác nhau của người dùng. Ví dụ, các cơ chế định tuyến hướng ứng dụng nhằm tối ưu các tham số mạng theo yêu cầu của người dùng (độ trễ, độ mất mát gói tin, băng thông, v.v), hệ thống phát hiện xâm nhập, chặn các luồng lưu lượng mạng theo yêu cầu của các cơ quan, v.v. Trong quá khứ, lưu lượng mạng được phân loại sử dụng số hiệu cổng (port) hay các dấu hiệu đặc trưng trong payload của gói tin. Giải pháp đầu không hiệu quả vì ngày nay rất nhiều ứng dụng sử dụng chung cổng (Youtube, Facebook, v.v) trong khi giải pháp thứ hai không hiệu quả do lưu lượng mạng ngày nay được mã hóa (sử dụng HTTPS, QUIC, v.v) để bảo vệ dữ liệu cũng như quyền riêng tư của người dùng. Do đó, rất nhiều nghiên cứu đã tập trung vào hướng phân loại lưu lượng mạng sử dụng thuật toán học sâu (Deep Leaning). Giải pháp này phân tích lưu lượng mạng để trích rút ra các đặc trưng liên quan đến luồng dữ liệu hay các đặc trưng từ dữ liệu của gói tin, từ đó phân tích bằng các thuật toán học sâu để xác định các kiểu ứng dụng. Mục tiêu của đồ án là xây dựng một giải pháp phân loại lưu lượng mạng mã hóa cho các nhà cung cấp dịch vụ mạng.",,
Nhận dạng gesture sử dụng học máy và thị giác máy tính,Đặng Tuấn Linh,,,
Hand pose estimation,Đặng Tuấn Linh,,,
Ứng dụng kết hợp học máy (machine learning) và thị giác máy tính (computer vision),Đặng Tuấn Linh,"Phân tích thiết kế ứng dụng (nhận dạng, xác thực người, biển số, phương tiện giao thông...) Tìm hiểu về các công cụ sử dụng trong computer vision ví dụ OpenCV. Sử dụng OpenCV để tiền xử lý, trích chọn đặc trưng, lấy mẫu ảnh cần nhận dạng. Tìm hiểu về neural network, support vector machine để phân loại ảnh",,
Tìm hiểu về deep learning,Đặng Tuấn Linh,Tìm hiểu về deep learning,,
Ứng dụng học máy (machine learning) trong các vấn đề thực tế,Đặng Tuấn Linh,"Tìm hiểu các lĩnh vực của học máy: SVM, Neural network, deep learning... Tìm hiểu về các ứng dụng thực tế Phân tích các yêu cầu của ứng dụng Cài đặt chương trình",,
Ứng dụng học máy (machine learning) trong các vấn đề thực tế,Đặng Tuấn Linh,"Tìm hiểu các lĩnh vực của học máy: SVM, Neural network, deep learning... Tìm hiểu về các ứng dụng thực tế Phân tích các yêu cầu của ứng dụng Cài đặt chương trình",,
Cài đặt deep learning và particle swarm optimization,Đặng Tuấn Linh,Tìm hiểu mạng nơ ron (neural network) và mạng nơ ron tích chập (convolutional neural network) Tìm hiểu về thuật toán bầy đàn PSO (particle swarm optimization). Nghiên cứu các phương pháp tối ưu hóa thuật toán PSO (improved PSO) Huấn luyện mạng nơ ron bằng improved PSO Huấn luyện mạng nơ ron tích chập bằng improved PSO,,
Cài đặt deep learning và particle swarm optimization,Đặng Tuấn Linh,Tìm hiểu mạng nơ ron (neural network) và mạng nơ ron tích chập (convolutional neural network) Tìm hiểu về thuật toán bầy đàn PSO (particle swarm optimization). Nghiên cứu các phương pháp tối ưu hóa thuật toán PSO (improved PSO) Huấn luyện mạng nơ ron bằng improved PSO Huấn luyện mạng nơ ron tích chập bằng improved PSO,,
Ứng dụng kết hợp học máy (machine learning) và thị giác máy tính (computer vision),Đặng Tuấn Linh,"Phân tích thiết kế ứng dụng (nhận dạng, xác thực người, biển số, phương tiện giao thông...) Tìm hiểu về các công cụ sử dụng trong computer vision ví dụ OpenCV. Sử dụng OpenCV để tiền xử lý, trích chọn đặc trưng, lấy mẫu ảnh cần nhận dạng. Tìm hiểu về neural network, support vector machine để phân loại ảnh",,
Ứng dụng học máy trong xử lý âm thanh,Đặng Tuấn Linh,Ứng dụng học máy trong xử lý âm thanh,,
xây dưng website bán hang,Đặng Văn Chuyết,Xây dưng website bán hàng của một công ty cỡ vừa sử dụng Framework xây dựng website,,
Xây dựng website bán hàng,Đặng Văn Chuyết,Xây dưng website bán hàng của một công ty cỡ vừa sử dụng Framework xây dựng website,,
nhận dạng khuôn mặt dựa trên open CV hoặc API của google,Đặng Văn Chuyết,"Tìm hiểu về các giải pháp nhận dạng khuôn mặt. Tìm hiểu về công cụ openCV hoặc các API của google Phân tích thiết kê và cài đặt ứng dụng Có thể tiến đến phân loại các khuôn mặt theo một đaực tính lựa chọn, ví dụ nam, nữ",,
Ứng dụng đặc trưng Haar-Like vào hiện tượng cấm hai bên trong xử lý tiếng nói,Đặng Văn Chuyết,Hiện tượng cấm hai bên (lateral ihibition) là hiện tượng một vùng phổ của tín hiệu tiếng nói bị làm yếu đi bởi hai vùng phổ hai bên cạnh nó. Hiện tương này cho phép phát hiện vùng biên của các vùng phổ có thây đổi lớn tương tự như việc phát hiện cạnh (edge) của các vùng của ảnh dùng các đặc trưng Haar- Like. Đê tài yêu cầu phải tạo tín hiệu tiếng nói có phổ xác định; chọn đặc trưng Haar - Like thích hợp và giải pháp quét đặc trưng nàythích hợp trên phổ tiếng nói để có thể làm rõ được các vùng thay đổi của phổ,,
Tìm hiểu các giải pháp khắc phục ảnh hưởng của kênh có băng tần hữu hạn và xây dựng ứng dụng để đánh giá hiệu của của mỗi giải pháp,Đặng Văn Chuyết,"khi truyền tín hiệu sỗ qua kênh có băng tần hữu hạn thì sẽ có sự chồng lấn tín hiệu từ ký hiệu này sang ký hiệu khác (ISI) và cần có các giải pháp khắc phục qua thiết kế đặc tính tần số của máy phát và máy thu, qua chọn đồng bộ xung nhịp, dùng tiền mã hóa (precoder), dùng thuật toán thu Viterbi. Đồ án tìm hiểu lý thuyết của mỗi giải pháp và cài đặt ứng dụng để đánh giá giải pháp với các mức nhiễu và độ rộng băng tần của kênh",,
Tìm hiểu các giả pháp khắc phục ảnh hưởng của kênh có băng tần hữu hạn và xây dựng ứng dụng để đánh giá hiệu của của mỗi giải pháp,Đặng Văn Chuyết,"khi truyền tín hiệu sỗ qua kênh có băng tần hữu hạn thì sẽ có sự chồng lấn tín hiệu từ ký hiệu này sang ký hiệu khác (ISI) và cần có các giải pháp khắc phục qua thiết kế đặc tính tần số của máy phát và máy thu, qua chọn đồng bộ xung nhịp, dùng tiền mã hóa (precoder), dùng thuật toán thu Viterbi. Đồ án tìm hiểu lý thuyết của mỗi giải pháp và cài đặt ứng dụng để đánh giá giải pháp với các mức nhiễu và độ rộng băng tần của kênh",,
Tự động loại bỏ ảnh dựa trên độ tương đồng,Đặng Văn Chuyết,"Khi chụp ảnh hoặc trong album có thể có nhiều ảnh giống nhau dẫn đến khi truyền hoặc lưu trữ không hiệu quả. Đề tài sẽ dựa trên việc tính độ tương đồng giữa các ảnh để loại bớt các ảnh có độ tương đồng lớn. Việc tính độ tương đồng có thể sử dụng các độ đo tương quan, độ đo tương đồng (Likelihood), lượng tin tương hỗ hoặc sử dụng nhận dạng và phân lớp",,
Tự động loại bỏ ảnh dựa trên độ tương đồng,Đặng Văn Chuyết,"Khi chụp ảnh hoặc trong album có thể có nhiều ảnh giống nhau dẫn đến khi truyền hoặc lưu trữ không hiệu quả. Đề tài sẽ dựa trên việc tính độ tương đồng giữa các ảnh để loại bớt các ảnh có độ tương đồng lớn. Việc tính độ tương đồng có thể sử dụng các độ đo tương quan, độ đo tương đồng (Likelihood), lượng tin tương hỗ hoặc sử dụng nhận dạng và phân lớp",,
Khảo sát khả năng ứng dụng các phần mềm nguồn mở trong chuyển tiếng nói thành văn bản phục vụ ghi biên bản,Đặng Văn Chuyết,Hiện có nhiều phần mềm chuyển đổi tín hiệu tiếng nói thành văn bản nhưng ứng dụng vào ghi biên bản còn rất hạn chế. Đề tài sẽ khảo sát đánh giá khả năng của các phần mềm nguồn mở có thể thu thập được và trong thời gian cho phép để đánh giá khả năng ứng dụng chúng trong ghi văn bản,,
Khảo sát khả năng ứng dụng các phần mềm nguồn mở trong chuyển tiếng nói thành văn bản phục vụ ghi biên bản,Đặng Văn Chuyết,Hiện có nhiều phần mềm chuyển đổi tín hiệu tiếng nói thành văn bản nhưng ứng dụng vào ghi biên bản còn rất hạn chế. Đề tài sẽ khảo sát đánh giá khả năng của các phần mềm nguồn mở có thể thu thập được và trong thời gian cho phép để đánh giá khả năng ứng dụng chúng trong ghi văn bản,,
xây dưng website,Đặng Văn Chuyết,Xây dưng website quản lý sử dụng các framework có sẵn,,
xây dưng website,Đặng Văn Chuyết,Xây dưng website quản lý sử dụng các framework có sẵn,,
Hệ thống giám sát và dự đoán chất lượng không khí,Đỗ Công Thuần,,"KSCQ, SIE, KSTN, CTTT, CNKH, KSCLC, CN, HEDSPI",
Hệ thống đèn tín hiệu giao thông thông minh,Đỗ Công Thuần,,"CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, HEDSPI",
Xây dựng hệ thống đóng mở cửa thông minh sử dụng công nghệ nhận diện khuôn mặt,Đỗ Công Thuần,,"CNKT, KSCQ, SIE, KSTN, CTTT, KSCLC, CN, HEDSPI",
Xây dựng hệ thống quan trắc chất lượng nước/không khí,Đỗ Công Thuần,,"CNKT, KSCQ, SIE, KSTN, CTTT, KSCLC, CN, HEDSPI",
Thiết kế và xây dựng game engine,Đỗ Công Thuần,,"CNKT, KSCQ, SIE, KSTN, CTTT, KSCLC, CN, HEDSPI",
Nghiên cứu và triển khai thuật toán SIFT và SURF trên nền tảng FPGA,Đỗ Công Thuần,,"CNKT, KSCQ, SIE, KSTN, CTTT, KSCLC, CN, HEDSPI",
Song song hóa thuật toán Push Relabel trên nền tảng CUDA cho bài toán ghép ảnh,Đỗ Công Thuần,,"CNKT, KSCQ, SIE, KSTN, CTTT, KSCLC, CN, HEDSPI",
Nghiên cứu các vi kiến trúc để tăng hiệu suất tính toán cho CPU/GPGPU,Đỗ Công Thuần,,"ThSKH, KSCQ, KSTN, CTTT, Viet-Phap, KSCLC, ThSKT, HEDSPI",
